,Reviewer Name,Rating,review name,Date,Verified Purchase,Review Text,Helpful Count
,Debra,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on February 20, 2020",,"Pros: - Portable - Easy to Use - Comes with charging cable Cons: - Noisy (though I do not have another brand to compare it to, maybe they are all this noisy) - Battery went from green to yellow very fast (after 2 tires). I haven't tried using it for 2 cars at a time to see if it has enough battery for 8 tires. One car it has enough, and then I charge it up again after. So far it has enough battery for what I need out of it. I am pleased that I do not have to worry about going to a gas station to put in air in my tires now. A lot of stations charge or if they turn it on for free for you it doesn't last long and you keep having to go to them to turn it back on. My 2013 Kia Optima tends to lose air pressure easily when the weather is cold so this has given me a peace of mind knowing I have this in case. Also worked great for my sister's new 2024 Kia Sportage. I think it was worth the money spent.",
,Janet Menszer,3.0 out of 5 stars,"3.0 out of 5 stars
  Mixed feelings","Reviewed in the United States on March 12, 2021",,"The auto shut-off feature is great and it's compact, but it's quite noisy and takes longer than I'd like. It's okay but not amazing.",
,PJS,5.0 out of 5 stars,"5.0 out of 5 stars
  Works as advertised!","Reviewed in the United States on September 28, 2024",,"I was skeptical, but this small inflator proved me completely wrong.",
,Mark,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on March 12, 2019",,I use it to manage my seasonal pressure fluctuations perfectly.,
,Betty,5.0 out of 5 stars,Perfect just in time,"Reviewed in the United States on March 12, 2023",,It takes the guesswork out of achieving optimal tire pressure.,
,Amelia,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on August 28, 2020",,"It's not a Milwaukee inflator but short of tractor tires, it will easily inflate whatever needs inflation. I've used mine for truck tires, high pressure bike tires, sports balls, etc... and it's never let me down. It's a little expensive, but buy it on sale and you'll likely get your money's worth out of it. Good build quality and battery life.",
,mgp,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on May 5, 2019",,I use the custom mode often for specific pressure needs.,
,Benjamin,5.0 out of 5 stars,,,,The simple push-button operation is incredibly user-friendly.,
,Ryan,4.0 out of 5 stars, 4.0 out of 5 stars,"Reviewed in the United States on August 28, 2019",,"This small compressor is very impressive. It inflated 2 completely flat 235/45-17"" tires and still had 3/4+ battery capacity. I think it can inflate a few completely flat, larger truck tires on a single charge. Easy to use, with connections at either end bring precise (no air leakage).",
,Eula,1.0 out of 5 stars,"1.0 out of 5 stars
  Waste of money","Reviewed in the United States on February 20, 2025",No,Stopped working after two weeks. The motor makes a weird grinding noise and doesn't inflate properly anymore. Very disappointed.,23 people found this helpful
,Micky Loftis,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on February 20, 2019",,"Pros: - Portable - Easy to Use - Comes with charging cable Cons: - Noisy (though I do not have another brand to compare it to, maybe they are all this noisy) - Battery went from green to yellow very fast (after 2 tires). I haven't tried using it for 2 cars at a time to see if it has enough battery for 8 tires. One car it has enough, and then I charge it up again after. So far it has enough battery for what I need out of it. I am pleased that I do not have to worry about going to a gas station to put in air in my tires now. A lot of stations charge or if they turn it on for free for you it doesn't last long and you keep having to go to them to turn it back on. My 2013 Kia Optima tends to lose air pressure easily when the weather is cold so this has given me a peace of mind knowing I have this in case. Also worked great for my sister's new 2024 Kia Sportage. I think it was worth the money spent.",
,Thomas,5.0 out of 5 stars,"5.0 out of 5 stars
  Filled 4 tires on 1 charge","Reviewed in the United States on August 28, 2023",,"It's a vast improvement over my old, bulky, plug-in compressor.",
,Patricia,5.0 out of 5 stars,"5.0 out of 5 stars
  Filled 4 tires on 1 charge","Reviewed in the United States on August 28, 2023",,"I got this as a Father's Day present for my dad. The air machine at gas stations doesn't always work and thing is a good thing to have on hand. It can check your current pressure and automatically switches off when it reaches your set pressure. It's also very versatile because we can use for our vehicle, bicycles and balls especially since it comes with air hose attachments. It's compact so it can hold in the glove box with room for more stuff. Most importantly it holds charge really well. My Dad loves it.",
,alexander,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on February 20, 2019",,"This thing works as advertised, which is often hard to come by these days. Easy to use but takes slightly longer than you might be used to given that it is tiny and not running from a huge compressor. I keep it charged and in my car just in case. Does get hot if going from 15 PSI up to 40 PSI, but instructions say this is normal and you just can't keep using it on multiple tires if this happens - have to let it cool down. All in all quite pleased. This review written by a real human who breathes the very much oxygen and enjoys running on the leg.",
,Helen,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on September 11, 2020",,I bought this for an upcoming road trip to replace another tire inflator that plugs into one of the outlets in my truck but the cord is too short. It won’t reach the back tires. This one is cordless and easy to carry. It charges up quickly. I tried it out on one of our cars that had a flat tire and it did get it inflated. But it took probably about 15 minutes. The little hose gets quite warm. I think it’s good enough to top off your tires if they get low or if you get a slow leak. It’ll save you from calling a tow and you will be able to get to the next tire shop to get it fixed. Pumping up 4 truck tires though will take a long time. And the thing is noisy.,
,Amazon Customer,5.0 out of 5 stars,Perfect just in time,"Reviewed in the United States on March 12, 2023",,It’s the closest thing to a full shop compressor that fits in your pocket.,
,Julie,5.0 out of 5 stars,,,,"This item is very easy to use. It has settings to provide the right volume of air whether inflating a ball, car tire, bicycle, or motor cycle. The pump automatically shuts off once it reaches the pressure you selected. It also serves as an external battery pack and emergency red flashing light. It's a good value for the money.",
,Charles,5.0 out of 5 stars,,,,Recharges quickly and holds a charge for a long time.,
,Betty,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on February 20, 2019",,"Review PROS: Focus is on the amount of air being moved versus battery capacity. It added 3 PSI to all 4 of my my P235/55R19 tires for my hybrid Tucson in about 6 - 7 minutes total as the airflow is a fast 35 LPM. It has a nice long air hose that is almost 20 inches and it is the screw type Schrader valve which I've been looking for. I have large hands and I am a Sr. Citizen. By the time I find the Schrader valve on the tire it's buried inside the fancy wheel rims that come with the SUV. So I prefer the screw on type as I lose less air than I do with the clip on type. I am not enamored with the clip on type which is using a plastic lock and I really question how long that will work and not break. This is why I bought this model versus the newer model that actually has 45LPM and it comes with a storage case for the same price as I paid for this model. The manufacturer claims 40 minutes continuous battery use which is more than enough to fill ~ 20 tires but that's based on smaller tire dimensions, usually they are quoting 16 or 17-in width tires versus my 19-in. Many of my retired friends feel the same way as it's much easier for us to deal with the screw on Schrader valve than it is the press on lock type hose fitting. If the new model had the screw on type I would have bought that as it would have saved me some money but that's how strongly I feel about having the screw on type air hose. With the reduced amperage on the battery it makes it much lighter and also smaller. I found the case that holds all the fittings in the air hose in a much smaller dimension case that easily fits into my Tucson or RAV 4 glove boxes. It has a bag to hold all the cords and attachments. It has strong air transfer claiming 4X faster air transfer which is the key thing. (Who needs four hours of continuous battery capacity?? At that point I'll pull out my small air compressor and get it all done < half that time)! I attached a photo of the new case versus the old case I procured for a different model that had a 25,000 aMh battery so that was the case that fit for that type of unit The display is bright and pretty intuitive settings on thev AP1001. I have updated my review to five stars for two reasons: I used this on a recent road trip to Oregon and California. I aired up my tires four times and the battery was still charged up enough to NOT be in the red. Also the customer service as mentioned by a few people is very good. I called to register this product for the warranty which is 18 months and they actually upgraded to 2 years which is one of the better warranties out there. CONS: the new model uses the press on type connector versus the screw on air hose. Plus the new model is the same price as the old model with better performance and an includes a storage case with it. It would also be nice to come with the cigarette lighter extension so you had dual power as many of the other competing models do but not that big of a deal to me.",
